0,1
1,1000
0,1
0,2
0,43
0,3
0,334
0,3
0,2
0,3
0,1
1,1000
1,1000
1,1000
0,271
0,1
0,7
0,4
1,1000
0,3
0,413
0,3
0,1
0,10
0,1
0,2
1,1000
0,1
0,6
1,1000
0,8
0,4
0,2
0,1
0,8
0,79
0,21
0,1
0,44
0,22
0,13
0,1
0,1
1,1000
0,93
0,1
0,4
0,1
0,24
0,16
0,14
0,1
0,7
0,13
0,1
0,27
0,164
1,1000
0,9
0,3
0,1
0,6
0,139
0,1
0,1
0,7
0,101
0,1
1,1000
0,1
1,1000
0,9
1,1000
0,5
0,1
0,232
0,2
0,2
0,1
1,1000
0,1
0,39
0,1
0,9
0,3
0,1
0,1
0,1
0,7
0,1
0,1
0,2
0,4
0,25
0,5
1,1000
0,1
0,7
0,1
1,1000
0,14
0,1
1,1000
0,19
0,6
0,5
0,16
1,1000
0,7
0,1
0,1
0,1
0,5
0,2
0,2
0,1
0,861
1,1000
0,26
0,12
0,6
0,2
0,321
0,5
1,1000
1,1000
0,5
0,1
0,4
0,118
0,1
0,738
0,1
1,1000
1,1000
0,5
0,10
0,9
0,1
1,1000
0,92
0,452
0,1
1,1000
0,2
0,1
0,42
0,11
0,4
0,12
0,16
0,5
0,3
0,39
0,3
0,7
0,15
0,1
0,1
0,17
0,6
0,20
0,1
0,1
0,22
0,10
0,8
0,11
0,1
0,3
1,1000
0,1
0,2
0,20
0,2
0,242
0,7
0,1
0,11
0,2
1,1000
0,1
0,1
0,183
1,1000
0,1
0,3
1,1000
0,2
0,2
1,1000
0,18
0,2
0,4
0,3
0,3
1,1000
0,1
0,1
0,5
