1,27
2,143
3,42
4,4
5,35
6,20
7,82
8,12
9,7
10,84
11,137
12,74
13,287
14,12
15,96
16,29
17,156
18,45
19,301
20,283
21,3
22,654
23,62
24,136
25,80
26,90
27,43
28,68
29,56
30,137
31,102
32,51
33,47
34,268
35,14
36,7
37,267
38,11
39,17
40,21
41,6
42,61
43,21
44,106
45,45
46,26
47,182
48,13
49,122
50,78
51,16
52,37
53,15
54,62
55,28
56,16
57,38
58,10
59,39
60,52
61,36
62,10
63,196
64,207
65,65
66,61
67,2
68,160
69,256
70,145
71,103
72,27
73,10
74,16
75,1
76,37
77,98
78,14
79,160
80,80
81,280
82,23
83,101
84,160
85,37
86,5
87,119
88,7
89,202
90,667
91,3
92,102
93,38
94,94
95,84
96,10
97,554
98,10
99,204
100,80
