1,89
2,2
3,22
4,52
5,5
6,512
7,80
8,252
9,107
10,280
11,352
12,55
13,192
14,383
15,653
16,16
17,171
18,130
19,785
20,44
21,444
22,63
23,1991
24,251
25,25
26,183
27,49
28,315
29,184
30,101
31,13
32,263
33,782
34,500
35,42
36,501
37,1341
38,273
39,54
40,1369
41,92
42,413
43,181
44,47
45,47
46,380
47,508
48,926
49,61
50,173
51,48
52,35
53,159
54,48
55,181
56,7
57,293
58,1005
59,232
60,1785
61,554
62,59
63,208
64,1631
65,1295
66,343
67,116
68,151
69,46
70,59
71,37
72,793
73,144
74,74
75,228
76,43
77,619
78,503
79,1193
80,487
81,61
82,173
83,21
84,191
85,10
86,216
87,0
88,78
89,233
90,2371
91,1625
92,171
93,541
94,7
95,115
96,9
97,90
98,1255
99,104
100,859
