1,4146
2,1005
3,114
4,109
5,111
6,46
7,390
8,943
9,124
10,19
11,33
12,778
13,35
14,285
15,17
16,1259
17,36
18,156
19,86
20,131
21,7
22,183
23,31
24,497
25,16
26,843
27,158
28,722
29,1028
30,129
31,3792
32,86
33,19
34,20
35,35
36,501
37,754
38,29
39,671
40,87
41,671
42,923
43,1232
44,561
45,597
46,229
47,245
48,46
49,21
50,477
51,212
52,86
53,418
54,54
55,40
56,31
57,169
58,138
59,187
60,190
61,32
62,52
63,148
64,63
65,505
66,470
67,11
68,54
69,697
70,261
71,347
72,164
73,143
74,342
75,7
76,223
77,509
78,78
79,115
80,203
81,35
82,330
83,73
84,573
85,266
86,679
87,418
88,751
89,71
90,16
91,394
92,595
93,558
94,301
95,170
96,133
97,136
98,227
99,889
100,2057
