1,43
2,17
3,49
4,96
5,30
6,636
7,328
8,295
9,54
10,169
11,24
12,16
13,259
14,13
15,17
16,9
17,60
18,9
19,52
20,20
21,26
22,142
23,11
24,327
25,125
26,22
27,283
28,45
29,115
30,66
31,12
32,20
33,4
34,123
35,10
36,30
37,25
38,60
39,66
40,107
41,29
42,62
43,114
44,36
45,49
46,161
47,45
48,48
49,61
50,3
51,333
52,37
53,445
54,168
55,154
56,59
57,12
58,17
59,12
60,90
61,85
62,105
63,6
64,23
65,113
66,15
67,16
68,79
69,72
70,13
71,76
72,2
73,11
74,473
75,10
76,4
77,26
78,18
79,72
80,38
81,63
82,7
83,4
84,84
85,85
86,80
87,25
88,54
89,21
90,90
91,39
92,12
93,2
94,25
95,116
96,84
97,85
98,34
99,178
100,13
